itemno,noun,adjective,stimtype,encoding_version_noun,encoding_version_adjective,repeat_enc.thisRepN,repeat_enc.thisTrialN,repeat_enc.thisN,repeat_enc.thisIndex,enc_practice_loop.thisRepN,enc_practice_loop.thisTrialN,enc_practice_loop.thisN,enc_practice_loop.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,level_loop.thisRepN,level_loop.thisTrialN,level_loop.thisN,level_loop.thisIndex,practiceRepeat.thisRepN,practiceRepeat.thisTrialN,practiceRepeat.thisN,practiceRepeat.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,blokk_loop.thisRepN,blokk_loop.thisTrialN,blokk_loop.thisN,blokk_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,repeat_rec_pract.thisRepN,repeat_rec_pract.thisTrialN,repeat_rec_pract.thisN,repeat_rec_pract.thisIndex,test_pract_loop.thisRepN,test_pract_loop.thisTrialN,test_pract_loop.thisN,test_pract_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,exp_intro.started,exp_intro.stopped,exp_intro_cont.started,exp_intro_cont.stopped,exp_continue.keys,exp_continue.rt,exp_continue.started,exp_continue.stopped,enc_instr_text.started,enc_instr_text.stopped,enc_instr_cont_text.started,enc_instr_cont_text.stopped,enc_instr_cont_key.keys,enc_instr_cont_key.rt,enc_instr_cont_key.started,enc_instr_cont_key.stopped,newspaper.started,newspaper.stopped,editor.started,editor.stopped,enc_pract_start_text.started,enc_pract_start_text.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fx_cross.started,fx_cross.stopped,megfelelő_v.started,megfelelő_v.stopped,nemmegf_v.started,nemmegf_v.stopped,enc_cross_resp.keys,enc_cross_resp.started,enc_cross_resp.stopped,word_pair_text.started,word_pair_text.stopped,enc_keys.keys,enc_keys.started,enc_keys.stopped,megfelelő_válasz.started,megfelelő_válasz.stopped,nemmegfelelő_válasz.started,nemmegfelelő_válasz.stopped,enc_feedback_text.started,enc_feedback_text.stopped,enc_keys.rt,enc_repeat_button.keys,enc_repeat_button.rt,enc_repeat_button.started,enc_repeat_button.stopped,repeat_text_for_enc.started,repeat_text_for_enc.stopped,enc_pract_endtext.started,enc_pract_endtext.stopped,enc_pract_cont_text.started,enc_pract_cont_text.stopped,end_enc_pract_key.keys,end_enc_pract_key.rt,end_enc_pract_key.started,end_enc_pract_key.stopped,end_enc_text.started,end_enc_text.stopped,end_enc_key.keys,end_enc_key.rt,end_enc_key.started,end_enc_key.stopped,enc_cross_resp.rt,instr_instr.started,instr_instr.stopped,instr_tovabb.keys,instr_tovabb.rt,instr_tovabb.started,instr_tovabb.stopped,sad_computer.started,sad_computer.stopped,warning.started,warning.stopped,lvl_instr_text.started,lvl_instr_text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,pract_inst_text.started,pract_inst_text.stopped,pract_inst_key.keys,pract_inst_key.rt,pract_inst_key.started,pract_inst_key.stopped,pract_stim.started,pract_stim.stopped,pract_resp.keys,pract_resp.started,pract_resp.stopped,nback_feedback.started,nback_feedback.stopped,feladat_blokk,Betű,All_keys,All_RT,Answer_key,Answer RT,Response type,Correctness,pract_stim2.started,pract_stim2.stopped,feedback_2.started,feedback_2.stopped,pract_resp.rt,repeat_pract_text.started,repeat_pract_text.stopped,repeat_practice_key.keys,repeat_practice_key.rt,repeat_practice_key.started,repeat_practice_key.stopped,szunet_text.started,szunet_text.stopped,szunet_key.keys,szunet_key.rt,szunet_key.started,szunet_key.stopped,test_stim.started,test_stim.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,blokk_szun_text.started,blokk_szun_text.stopped,blokk_szun_resp.keys,blokk_szun_resp.rt,blokk_szun_resp.started,blokk_szun_resp.stopped,text_3.started,text_3.stopped,end_keys.keys,end_keys.rt,end_keys.started,end_keys.stopped,break_text.started,break_text.stopped,break_cont_text.started,break_cont_text.stopped,szun2_resp.keys,szun2_resp.rt,szun2_resp.started,szun2_resp.stopped,test_instr_text.started,test_instr_text.stopped,test_instr_cont_text.started,test_instr_cont_text.stopped,test_instr_cont_key.keys,test_instr_cont_key.rt,test_instr_cont_key.started,test_instr_cont_key.stopped,news_coffee.started,news_coffee.stopped,editorman.started,editorman.stopped,test2_inst.started,test2_inst.stopped,test2_space.started,test2_space.stopped,test2_resp.keys,test2_resp.rt,test2_resp.started,test2_resp.stopped,test_pract_start_text.started,test_pract_start_text.stopped,test_pract_begin.keys,test_pract_begin.rt,test_pract_begin.started,test_pract_begin.stopped,test_pract_words.started,test_pract_words.stopped,test_pract_keys.keys,test_pract_keys.started,test_pract_keys.stopped,régi_válasz.started,régi_válasz.stopped,uj_válasz.started,uj_válasz.stopped,confid_break_text.started,confid_break_text.stopped,confid_break_gombok.keys,confid_break_gombok.started,confid_break_gombok.stopped,konfidencia_kérdés.started,konfidencia_kérdés.stopped,confid_rate_keys.keys,confid_rate_keys.rt,confid_rate_keys.started,confid_rate_keys.stopped,test_pract_feedback_text.started,test_pract_feedback_text.stopped,feedback_button.keys,feedback_button.rt,feedback_button.started,feedback_button.stopped,test_pract_keys.rt,confid_break_gombok.rt,repeat_pract_rec_textbox.started,repeat_pract_rec_textbox.stopped,rec_pract_repeat_button.keys,rec_pract_repeat_button.rt,rec_pract_repeat_button.started,rec_pract_repeat_button.stopped,test_pract_end_text.started,test_pract_end_text.stopped,test_pract_end_cont_text.started,test_pract_end_cont_text.stopped,test_pract_end_key.keys,test_pract_end_key.rt,test_pract_end_key.started,test_pract_end_key.stopped,test_end_text.started,test_end_text.stopped,end_exp_text.started,end_exp_text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,Résztvevő kódja:,Lista száma:,date,expName,psychopyVersion,frameRate,
103,forgatás,életveszélyes,FOIL,,,,,,,,,,,0,0,0,0,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2383.4137566299178,None,2383.4137566299178,None,2383.4137566299178,None,None,2383.4137566299178,None,2384.4175988053903,None,2,2384.4175988053903,None,2384.4175988053903,None,2384.4175988053903,None,,,1.16767733450979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
41,operatőr,hivatásos,FOIL,,,,,,,,,,,0,0,0,0,0,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386.4120003758,None,2386.4120003758,None,2386.4120003758,None,None,2386.4120003758,None,2387.4202719070017,None,2,2387.4202719070017,None,2387.4202719070017,None,2387.4202719070017,None,,,0.8461304251104593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
64,napsütés,felhőtlen,TARG,,,,,,,,,,,0,0,0,0,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2389.414980440866,None,2389.414980440866,None,2389.414980440866,None,None,2389.414980440866,None,2390.4188338126987,None,2,2390.4188338126987,None,2390.4188338126987,None,2390.4188338126987,None,,,1.0946704046800733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
50,lépcsőház,emeletes,TARG,,,,,,,,,,,0,0,0,0,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2392.4210046385415,None,2392.4210046385415,None,2392.4210046385415,None,None,2392.4210046385415,None,2393.431133500766,None,j,2393.431133500766,None,2393.431133500766,None,2393.431133500766,None,,,1.6912006284110248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
44,veszekedés,hétköznapi,FOIL,,,,,,,,,,,0,0,0,0,0,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.4266301258467,None,2395.4266301258467,None,2395.4266301258467,None,None,2395.4266301258467,None,2396.4277043421753,None,2,2396.4277043421753,None,2396.4277043421753,None,2396.4277043421753,None,,,1.5005455054342747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
66,olimpikon,legendás,TARG,,,,,,,,,,,0,0,0,0,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398.419626568444,None,2398.419626568444,None,2398.419626568444,None,None,2398.419626568444,None,2399.429157987237,None,2,2399.429157987237,None,2399.429157987237,None,2399.429157987237,None,,,1.1239404785446823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
94,vacsora,zártkörű,TARG,,,,,,,,,,,0,0,0,0,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401.4144747443497,None,2401.4144747443497,None,2401.4144747443497,None,None,2401.4144747443497,None,2402.426050409209,None,2,2402.426050409209,None,2402.426050409209,None,2402.426050409209,None,,,0.9954303805716336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
72,asszisztens,tárgyalási,FOIL,,,,,,,,,,,0,0,0,0,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404.418146487791,None,2404.418146487791,None,2404.418146487791,None,None,2404.418146487791,None,2405.42785300361,None,2,2405.42785300361,None,2405.42785300361,None,2405.42785300361,None,,,1.0926121631637216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
23,fürdőszoba,keskeny,FOIL,,,,,,,,,,,0,0,0,0,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2407.4118056856096,None,2407.4118056856096,None,2407.4118056856096,None,None,2407.4118056856096,None,2408.428557122592,None,2,2408.428557122592,None,2408.428557122592,None,2408.428557122592,None,,,1.0935570010915399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
3,alkohol,legális,TARG,,,,,,,,,,,0,0,0,0,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2410.415765421465,None,2410.415765421465,None,2410.415765421465,None,None,2410.415765421465,None,2411.422690605279,None,j,2411.422690605279,None,2411.422690605279,None,2411.422690605279,None,,,1.0028037247247994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
71,vezetőség,tartományi,FOIL,,,,,,,,,,,0,0,0,0,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2413.4125210009515,None,2413.4125210009515,None,2413.4125210009515,None,None,2413.4125210009515,None,2414.429867393337,None,2,2414.429867393337,None,2414.429867393337,None,2414.429867393337,None,,,1.142413958441466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
52,magazin,tudományos,TARG,,,,,,,,,,,0,0,0,0,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416.4256815556437,None,2416.4256815556437,None,2416.4256815556437,None,None,2416.4256815556437,None,2417.4204669082537,None,2,2417.4204669082537,None,2417.4204669082537,None,2417.4204669082537,None,,,0.9674279694445431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
35,kapitány,rutinos,TARG,,,,,,,,,,,0,0,0,0,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419.4153402755037,None,2419.4153402755037,None,2419.4153402755037,None,None,2419.4153402755037,None,2420.4317592461593,None,2,2420.4317592461593,None,2420.4317592461593,None,2420.4317592461593,None,,,1.2832268550992012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
6,kézikönyv,technikai,FOIL,,,,,,,,,,,0,0,0,0,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422.409289642237,None,2422.409289642237,None,2422.409289642237,None,None,2422.409289642237,None,2423.4279117835686,None,2,2423.4279117835686,None,2423.4279117835686,None,2423.4279117835686,None,,,0.8840268882922828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
99,államférfi,diszkrét,FOIL,,,,,,,,,,,0,0,0,0,0,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425.4144327584654,None,2425.4144327584654,None,2425.4144327584654,None,None,2425.4144327584654,None,2426.42326627858,None,2,2426.42326627858,None,2426.42326627858,None,2426.42326627858,None,,,0.9606545567512512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
28,gorilla,érzékeny,TARG,,,,,,,,,,,0,0,0,0,0,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2428.4123160475865,None,2428.4123160475865,None,2428.4123160475865,None,None,2428.4123160475865,None,2429.424702506978,None,2,2429.424702506978,None,2429.424702506978,None,2429.424702506978,None,,,1.2122081904672086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
35,fenyegetés,írásbeli,FOIL,,,,,,,,,,,0,0,0,0,0,95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431.421576890629,None,2431.421576890629,None,2431.421576890629,None,None,2431.421576890629,None,2432.416838705074,None,2,2432.416838705074,None,2432.416838705074,None,2432.416838705074,None,,,1.2508731507696211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
8,baktérium,növényi,TARG,,,,,,,,,,,0,0,0,0,0,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434.4214851437137,None,2434.4214851437137,None,2434.4214851437137,None,None,2434.4214851437137,None,2435.4241392738186,None,2,2435.4241392738186,None,2435.4241392738186,None,2435.4241392738186,None,,,1.4705324373207986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
86,távirat,udvarias,TARG,,,,,,,,,,,0,0,0,0,0,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437.40971789835,None,2437.40971789835,None,2437.40971789835,None,None,2437.40971789835,None,2438.421305381693,None,j,2438.421305381693,None,2438.421305381693,None,2438.421305381693,None,,,1.092709507793188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
7,testmozgás,speciális,FOIL,,,,,,,,,,,0,0,0,0,0,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440.428554323502,None,2440.428554323502,None,2440.428554323502,None,None,2440.428554323502,None,2441.4331121249124,None,j,2441.4331121249124,None,2441.4331121249124,None,2441.4331121249124,None,,,1.3990519274957478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
34,kánikula,tavaszi,TARG,,,,,,,,,,,0,0,0,0,0,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443.4234454180114,None,2443.4234454180114,None,2443.4234454180114,None,None,2443.4234454180114,None,2444.427068023011,None,2,2444.427068023011,None,2444.427068023011,None,2444.427068023011,None,,,0.907635398209095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446.452784846537,None,4,11.421331506222486,2466.4270701999776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
74,zűrzavar,érzelmi,FOIL,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477.9360110173,None,2477.9360110173,None,2477.9360110173,None,None,2477.9360110173,None,2478.9531586761586,None,None,2478.9531586761586,None,2478.9531586761586,None,2478.9531586761586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
90,tudomány,mérnöki,TARG,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480.9652378610335,None,2480.9652378610335,None,2480.9652378610335,None,j,2480.9652378610335,None,2481.981290466152,None,2,2481.981290466152,None,2481.981290466152,None,2481.981290466152,None,,,1.431282783858478,,,,,,,,,,,,,,,,,,,,,0.1340746278874576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
49,legénység,katonai,TARG,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484.002660972532,None,2484.002660972532,None,2484.002660972532,None,None,2484.002660972532,None,2485.0235923375003,None,j,2485.0235923375003,None,2485.0235923375003,None,2485.0235923375003,None,,,1.529661941807717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
1,merénylő,erőszakos,FOIL,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2487.0325095183216,None,2487.0325095183216,None,2487.0325095183216,None,None,2487.0325095183216,None,2488.0538069386967,None,j,2488.0538069386967,None,2488.0538069386967,None,2488.0538069386967,None,,,1.2774486634880304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343064,28,2022_Jun_14_1207,encoding_smst,2021.1.2,52.64567202077105,
